the_geom,NAME,Population,White,Blk_AfAm,AmInd_AkNa,Asian,NatHaw_Pac,Other_Race,TwoOrMore,Hisp_Lat,PopOver18,Ovr18White,Ovr18Blk_A,Ovr18AmInd,Ovr18Asian,Ovr18Haw_P,Ovr18Other,Ovr18TwoOr,Ovr18HispL,Male,Female,AGE0_4,AGE5_11,AGE12_14,AGE15_17,AGE18_24,AGE25_34,AGE35_44,AGE45_64,AGE65ovr,Families,Married,Married18,MaleHH,MaleHH18,FemaleHH,FemaleHH18,Housing,Occupied,Occ_Own,Occ_Rent,Vacant,Vac_Rent,Vac_Sale,Vac_Other
"MULTIPOLYGON (((-76.68967500000007 39.333394000000034, -76.68950000000008 39.333717000000036, -76.68936100000006 39.33397700000003, -76.68935800000007 39.335076000000036, -76.68935600000007 39.33562900000004, -76.68934800000008 39.335699000000034, -76.68934800000008 39.33612700000003, -76.68934800000008 39.33619500000004, -76.68934700000007 39.33663300000004, -76.68935500000006 39.33715500000004, -76.68936200000007 39.33767600000004, -76.68936200000007 39.33817600000003, -76.68936400000007 39.33870400000004, -76.68936800000007 39.339216000000036, -76.68937300000007 39.33973200000003, -76.68937000000007 39.340244000000034, -76.68936900000007 39.34037400000003, -76.68937900000007 39.34075400000003, -76.68705800000006 39.34075700000003, -76.68547600000007 39.34075800000004, -76.68448400000007 39.340776000000034, -76.68417600000006 39.34078200000004, -76.68404000000007 39.34078400000004, -76.68347700000007 39.34079400000004, -76.68331700000007 39.34097700000003, -76.68310400000009 39.34122200000004, -76.68305000000007 39.34128300000003, -76.68298700000008 39.34135500000004, -76.68291600000006 39.34143500000004, -76.67933900000008 39.34034800000004, -76.67796400000007 39.339925000000044, -76.67804800000006 39.339832000000044, -76.67813300000007 39.339739000000044, -76.67822100000008 39.339641000000036, -76.67846500000007 39.33927700000004, -76.67854600000007 39.33916200000004, -76.67868500000007 39.33896100000003, -76.67894800000006 39.338606000000034, -76.67912100000007 39.33835900000004, -76.67917200000007 39.33827900000004, -76.67919300000007 39.33823300000004, -76.67919700000007 39.338172000000036, -76.67917700000007 39.337891000000035, -76.67907800000006 39.337035000000036, -76.67898300000007 39.33622000000003, -76.67897200000007 39.33612700000003, -76.67889100000006 39.335313000000035, -76.67880100000006 39.33450600000004, -76.67874100000007 39.333968000000034, -76.67868200000007 39.33343500000004, -76.67863300000006 39.332906000000044, -76.67859400000006 39.33247100000004, -76.67856300000008 39.33216400000004, -76.67856100000009 39.332068000000035, -76.67857100000008 39.33202400000003, -76.67858400000007 39.33198700000004, -76.67861300000007 39.331919000000035, -76.67867400000007 39.33175700000003, -76.67916600000007 39.33076900000003, -76.67966700000007 39.32977800000004, -76.68016100000007 39.32878700000004, -76.68058800000007 39.32793300000004, -76.68106800000007 39.32694500000003, -76.68128100000007 39.32649100000004, -76.68149800000006 39.32603000000003, -76.68173700000007 39.32555700000003, -76.68194200000006 39.32515100000004, -76.68197800000009 39.32511200000003, -76.68200300000007 39.32509000000003, -76.68205000000006 39.32506000000004, -76.68206100000006 39.32505300000003, -76.68215500000007 39.325007000000035, -76.68261400000007 39.325826000000035, -76.68316500000007 39.325660000000035, -76.68337600000008 39.32559600000003, -76.68358800000007 39.32553200000003, -76.68418900000009 39.32535100000003, -76.68438900000007 39.32528700000003, -76.68568500000006 39.32490100000003, -76.68659700000006 39.32463000000004, -76.68706900000006 39.32449900000004, -76.68714000000007 39.32447600000003, -76.68821000000007 39.32415800000004, -76.68863500000006 39.32402900000003, -76.69006900000007 39.32358600000004, -76.68995300000007 39.32369400000003, -76.68960000000007 39.32444700000004, -76.68913500000008 39.32538600000004, -76.68884600000007 39.32595700000003, -76.68881600000007 39.32601500000004, -76.68858600000007 39.32647200000003, -76.68855700000007 39.32653000000004, -76.68828100000007 39.327106000000036, -76.68799900000006 39.32769600000003, -76.68771100000006 39.32826400000004, -76.68742100000007 39.328837000000036, -76.68858000000007 39.32918400000003, -76.68859200000007 39.32950500000003, -76.68864600000006 39.33043100000004, -76.68977400000007 39.33073100000004, -76.69086600000007 39.331013000000034, -76.69064400000006 39.33146100000003, -76.69051100000009 39.33172900000004, -76.69035800000007 39.33202400000003, -76.69006900000007 39.33258400000003, -76.68967500000007 39.333394000000034)))",Census Tract 1510,5214,94,5029,19,14,0,8,50,41,4040,90,3886,16,14,0,6,28,25,2402,2812,344,391,195,244,541,647,589,1497,766,1194,426,126,133,51,635,262,2339,1822,892,930,517,152,27,338
"MULTIPOLYGON (((-76.59456400000008 39.305369000000034, -76.59485300000009 39.305357000000036, -76.59523600000007 39.30534300000004, -76.59664000000008 39.30530100000004, -76.59736600000006 39.30526300000004, -76.59806900000008 39.30522200000004, -76.59809700000007 39.305642000000034, -76.59811700000007 39.30623200000004, -76.59811900000007 39.30628700000003, -76.59812600000006 39.306396000000035, -76.59818300000006 39.30735500000004, -76.59827800000006 39.30842500000004, -76.59754000000007 39.30846200000004, -76.59686000000006 39.308496000000034, -76.59595600000007 39.30853400000004, -76.59502700000009 39.30856500000004, -76.59478200000007 39.30857500000003, -76.59395600000008 39.308611000000035, -76.59284600000007 39.308641000000044, -76.59219300000007 39.30865800000004, -76.59153300000007 39.30868200000004, -76.59088800000006 39.30871000000003, -76.59022800000008 39.30875300000003, -76.58934600000006 39.308794000000034, -76.58917600000007 39.308802000000036, -76.58848300000007 39.308805000000035, -76.58850700000006 39.30867900000004, -76.58841200000008 39.307732000000044, -76.58838000000007 39.30720700000004, -76.58833900000006 39.306685000000044, -76.58831800000009 39.306162000000036, -76.58828600000007 39.30564000000003, -76.58946800000007 39.30560500000004, -76.59002700000006 39.30560200000004, -76.59068600000006 39.30556400000004, -76.59133100000007 39.305552000000034, -76.59252100000008 39.30545200000003, -76.59456400000008 39.305369000000034)))",Census Tract 807,1137,22,1086,0,5,0,9,15,22,839,18,807,0,5,0,5,4,13,560,577,77,96,50,75,124,127,119,339,130,250,52,23,45,17,153,72,726,382,176,206,344,22,19,303
"MULTIPOLYGON (((-76.58869200000007 39.312419000000034, -76.58907700000007 39.31239700000003, -76.58926500000007 39.31238700000004, -76.58947400000007 39.31237700000003, -76.59043300000006 39.312334000000035, -76.59109800000007 39.31231300000003, -76.59174800000007 39.312292000000035, -76.59241000000007 39.31224300000004, -76.59309600000007 39.31221700000003, -76.59420100000007 39.31219300000004, -76.59501100000007 39.31216700000003, -76.59523300000006 39.31215800000003, -76.59692700000006 39.312084000000034, -76.59707500000006 39.31207700000003, -76.59775100000007 39.312036000000035, -76.59847700000007 39.31199200000003, -76.59937000000006 39.31194200000004, -76.59905700000007 39.31296100000004, -76.59896800000008 39.31310600000004, -76.59887200000007 39.313249000000035, -76.59872700000007 39.31343800000003, -76.59852500000007 39.31365600000004, -76.59825600000006 39.313944000000035, -76.59803300000007 39.31418300000004, -76.59794100000006 39.314262000000035, -76.59715900000006 39.31504900000004, -76.59694900000007 39.31525400000003, -76.59645300000007 39.315725000000036, -76.59633100000008 39.315858000000034, -76.59593700000006 39.31625800000003, -76.59547800000007 39.316677000000034, -76.59517600000007 39.31695700000004, -76.59488700000007 39.31724300000003, -76.59204400000009 39.31657900000003, -76.59095800000007 39.31634700000004, -76.58988100000006 39.31612300000003, -76.59015600000006 39.31585600000003, -76.59031100000007 39.315708000000036, -76.59044300000008 39.31555300000004, -76.59052400000007 39.31544100000004, -76.59056700000006 39.315353000000044, -76.59060000000008 39.315236000000034, -76.59061900000007 39.315073000000034, -76.59061300000008 39.31500300000003, -76.59057000000008 39.314304000000035, -76.58925200000007 39.31434300000004, -76.58881200000006 39.31434300000004, -76.58877300000007 39.31364100000003, -76.58874500000007 39.31330900000003, -76.58869200000007 39.312419000000034)))",Census Tract 805,1704,12,1661,6,6,0,2,17,11,1249,11,1220,5,5,0,1,7,7,806,898,119,170,82,84,184,188,207,459,211,388,105,37,53,19,230,80,735,543,282,261,192,52,19,121
"MULTIPOLYGON (((-76.65985200000007 39.31540200000004, -76.66036700000008 39.31625300000003, -76.66045800000006 39.31638000000003, -76.66080100000008 39.31674800000004, -76.66109400000006 39.31706700000004, -76.66118700000007 39.31716900000004, -76.66150000000007 39.317498000000036, -76.66247700000007 39.318477000000044, -76.66319600000007 39.319190000000035, -76.66382700000008 39.31982400000004, -76.66405900000007 39.32008100000004, -76.66421700000006 39.32028900000003, -76.66431000000009 39.32044900000003, -76.66441200000007 39.32062700000004, -76.66450000000007 39.32080800000004, -76.66461100000008 39.32108000000004, -76.66470300000007 39.32142600000004, -76.66475600000007 39.321700000000035, -76.66477000000006 39.32196000000003, -76.66477300000007 39.32207400000004, -76.66477600000007 39.32219400000003, -76.66477900000007 39.32234900000003, -76.66476800000007 39.32247500000003, -76.66472800000007 39.32270700000004, -76.66451500000007 39.32379000000003, -76.66425400000007 39.32528000000004, -76.66418400000006 39.325691000000035, -76.66414000000007 39.32597200000004, -76.66413900000006 39.32624900000003, -76.66413500000007 39.32644400000004, -76.66415000000006 39.326603000000034, -76.66417100000007 39.32677900000003, -76.66419100000007 39.32698600000003, -76.66422100000007 39.32714500000004, -76.66430200000006 39.327512000000034, -76.66396800000008 39.327425000000034, -76.66383900000008 39.32739200000003, -76.66333100000007 39.327261000000036, -76.66159400000006 39.32691400000003, -76.66074800000007 39.326682000000034, -76.65979500000007 39.32662200000004, -76.65972300000007 39.32660100000003, -76.65961700000007 39.32651400000003, -76.65877200000007 39.32582100000003, -76.65791400000006 39.325545000000034, -76.65791700000007 39.32558100000004, -76.65791600000007 39.325632000000034, -76.65790700000007 39.32567600000004, -76.65789000000007 39.325725000000034, -76.65785900000007 39.32576900000004, -76.65759300000008 39.32580400000003, -76.65759200000007 39.32574900000003, -76.65758700000006 39.325685000000036, -76.65756000000007 39.325429000000035, -76.65751600000007 39.32536600000004, -76.65740900000007 39.32521300000003, -76.65727500000007 39.32502800000003, -76.65710500000007 39.324785000000034, -76.65684400000006 39.324438000000036, -76.65622300000007 39.32362400000003, -76.65554000000007 39.322713000000036, -76.65526700000007 39.32233400000004, -76.65491200000007 39.32185300000004, -76.65428900000006 39.32097200000003, -76.65361600000007 39.32006000000003, -76.65247700000006 39.31854900000003, -76.65239700000008 39.31845600000003, -76.65226900000006 39.31831100000004, -76.65215500000006 39.318185000000035, -76.65201400000007 39.318050000000035, -76.65184900000007 39.31790900000004, -76.65165000000009 39.31774800000004, -76.65144800000007 39.31758100000003, -76.65061700000007 39.316815000000034, -76.65049400000007 39.31670400000004, -76.65120700000007 39.316159000000034, -76.65195800000006 39.31574600000004, -76.65223600000007 39.31563900000003, -76.65245300000007 39.31557100000004, -76.65267400000006 39.315517000000035, -76.65290500000006 39.31547300000003, -76.65314100000006 39.31544400000004, -76.65336900000007 39.31542800000003, -76.65362300000007 39.315416000000035, -76.65365700000007 39.315416000000035, -76.65382600000008 39.31541700000003, -76.65400800000008 39.31542300000003, -76.65404600000006 39.31542500000003, -76.65419600000007 39.31543100000003, -76.65441500000007 39.315458000000035, -76.65463200000006 39.31549600000003, -76.65485100000006 39.31553600000004, -76.65494800000006 39.31556100000003, -76.65513000000007 39.31560900000003, -76.65530900000007 39.315660000000044, -76.65555100000007 39.315725000000036, -76.65574000000007 39.315765000000034, -76.65599400000008 39.31580800000003, -76.65639400000006 39.31585700000004, -76.65671900000007 39.315871000000044, -76.65691800000006 39.315871000000044, -76.65709400000007 39.31586700000003, -76.65728800000008 39.31585700000004, -76.65750700000008 39.31583700000004, -76.65760700000007 39.315824000000035, -76.65770100000007 39.31581200000004, -76.65791200000007 39.315770000000036, -76.65823800000008 39.31569100000004, -76.65863600000007 39.31557200000004, -76.65893100000007 39.31548600000004, -76.65977900000007 39.31522400000004, -76.65985200000007 39.31540200000004)))",Census Tract 1505,1543,14,1486,3,2,0,10,28,6,1239,14,1196,3,2,0,5,19,5,669,874,99,104,40,61,147,188,168,433,303,371,110,26,50,10,211,85,757,679,281,398,78,21,6,51
"MULTIPOLYGON (((-76.56748100000009 39.340376000000035, -76.56748900000007 39.34075700000003, -76.56748900000007 39.340883000000034, -76.56750100000006 39.34116800000003, -76.56751500000007 39.34128100000003, -76.56754200000007 39.34139700000004, -76.56756000000007 39.34145000000003, -76.56760200000006 39.34156300000004, -76.56763200000007 39.341637000000034, -76.56770500000006 39.34176700000003, -76.56777500000007 39.34187200000004, -76.56785300000007 39.341963000000035, -76.56795600000008 39.342076000000034, -76.56812800000009 39.342205000000035, -76.56838500000006 39.34238400000003, -76.56848800000007 39.34245500000004, -76.56913600000007 39.34282600000004, -76.56884300000007 39.34306000000004, -76.56879200000007 39.343109000000034, -76.56867800000006 39.34321600000004, -76.56858300000006 39.34333800000003, -76.56838400000007 39.343638000000034, -76.56832100000007 39.34376000000003, -76.56811700000007 39.34405300000003, -76.56792100000007 39.34434200000004, -76.56789000000006 39.34438700000004, -76.56780600000006 39.34451600000004, -76.56776400000007 39.344586000000035, -76.56724600000007 39.34538900000003, -76.56703400000006 39.34573000000004, -76.56690400000006 39.345914000000036, -76.56678600000006 39.346058000000035, -76.56664300000007 39.34621200000004, -76.56656800000006 39.346297000000035, -76.56629600000007 39.346634000000044, -76.56618000000007 39.346778000000036, -76.56593700000006 39.34706300000004, -76.56550500000007 39.34755400000004, -76.56522400000007 39.347873000000035, -76.56508500000007 39.34804100000003, -76.56433800000006 39.34891800000003, -76.56426300000007 39.34901200000003, -76.56374100000006 39.349612000000036, -76.56332600000007 39.35010600000004, -76.56315600000006 39.34994300000003, -76.56300200000007 39.34978200000003, -76.56296600000007 39.349748000000034, -76.56291500000006 39.34970100000003, -76.56281600000007 39.34963300000003, -76.56268300000006 39.34955200000003, -76.56249700000006 39.34942600000004, -76.56177600000007 39.34900100000004, -76.56158100000006 39.348875000000035, -76.56140800000007 39.34875800000004, -76.56118700000006 39.348597000000034, -76.56104600000006 39.348487000000034, -76.56088500000007 39.348354000000036, -76.56075800000006 39.34822100000003, -76.56059300000007 39.34805700000003, -76.56047100000006 39.347918000000035, -76.56025700000006 39.347685000000034, -76.55913500000007 39.34636100000004, -76.55870800000007 39.34585700000004, -76.55843500000007 39.345520000000036, -76.55814700000006 39.345185000000036, -76.55939000000006 39.34443900000004, -76.56088700000006 39.343606000000044, -76.56120500000007 39.34338000000003, -76.56123500000008 39.343359000000035, -76.56168700000006 39.343016000000034, -76.56179400000006 39.342928000000036, -76.56210400000006 39.34269000000004, -76.56299800000006 39.34201600000004, -76.56308900000006 39.34195000000003, -76.56339800000006 39.34175700000004, -76.56381500000006 39.341549000000036, -76.56488300000008 39.34095900000004, -76.56675900000006 39.33990800000004, -76.56742400000007 39.33955600000004, -76.56744800000007 39.339670000000034, -76.56746200000006 39.33981400000003, -76.56747000000007 39.34000100000004, -76.56747500000009 39.34011000000003, -76.56748100000009 39.340376000000035)))",Census Tract 2703.02,1764,759,914,4,27,0,17,43,40,1388,665,658,4,24,0,13,24,33,866,898,116,130,63,67,173,237,253,565,160,404,237,96,40,19,127,61,786,707,500,207,79,31,8,40
"MULTIPOLYGON (((-76.61984400000007 39.340109000000034, -76.61953600000007 39.33991400000004, -76.61937600000007 39.33981800000004, -76.61917100000007 39.339692000000035, -76.61862100000006 39.339382000000036, -76.61840100000006 39.33925400000003, -76.61837400000007 39.33862400000004, -76.61836300000007 39.33853100000004, -76.61810600000007 39.338555000000035, -76.61783800000006 39.33857900000004, -76.61767500000006 39.33860400000003, -76.61755800000007 39.33862200000004, -76.61722000000007 39.33868300000003, -76.61697100000006 39.33873900000003, -76.61675200000006 39.33879400000004, -76.61666200000008 39.33881600000004, -76.61657400000007 39.33884200000004, -76.61638500000007 39.33889900000003, -76.61599300000009 39.33901500000004, -76.61512800000007 39.33933100000004, -76.61494500000006 39.33941200000003, -76.61466000000009 39.339540000000035, -76.61435100000008 39.339692000000035, -76.61397900000007 39.33988500000004, -76.61348400000007 39.34015200000003, -76.61342300000007 39.34018900000004, -76.61327600000008 39.34027800000003, -76.61310400000008 39.34039400000004, -76.61292700000007 39.34051200000003, -76.61269100000007 39.34067600000003, -76.61250400000007 39.340809000000036, -76.61228800000006 39.34096300000004, -76.61214200000006 39.34082900000004, -76.61199200000007 39.34070600000004, -76.61182300000007 39.34058000000003, -76.61163000000008 39.34045000000003, -76.61141400000007 39.34032300000003, -76.61127900000007 39.34025600000003, -76.61098600000007 39.34013000000003, -76.61077600000007 39.340043000000044, -76.61055900000007 39.33997500000003, -76.61038700000007 39.339934000000035, -76.61021000000007 39.33989600000003, -76.61001000000007 39.33985600000003, -76.60979300000007 39.33982500000003, -76.60954000000007 39.33979300000004, -76.60955100000007 39.33939000000004, -76.60953300000007 39.33866500000004, -76.60952800000007 39.337308000000036, -76.60951900000006 39.336819000000034, -76.60951600000007 39.33639500000003, -76.60951400000006 39.33533900000003, -76.60950800000006 39.33445600000003, -76.60950200000006 39.33370100000003, -76.60949400000007 39.33334500000004, -76.60949000000006 39.33317900000004, -76.60947600000007 39.33262100000003, -76.60946900000006 39.33252300000003, -76.60947600000007 39.330965000000035, -76.60982300000006 39.330962000000035, -76.61000400000007 39.330970000000036, -76.61012900000007 39.33098000000003, -76.61034400000007 39.331004000000036, -76.61045100000008 39.33102600000004, -76.61056500000007 39.331046000000036, -76.61110300000007 39.33117700000003, -76.61134100000007 39.33124800000003, -76.61174800000006 39.331389000000044, -76.61204300000007 39.33149300000003, -76.61245800000006 39.33168800000004, -76.61282300000006 39.33186600000004, -76.61299800000006 39.33195400000004, -76.61345900000006 39.33223600000004, -76.61363300000006 39.332349000000036, -76.61375300000007 39.332434000000035, -76.61383900000008 39.33249700000003, -76.61392200000007 39.33256100000004, -76.61396000000006 39.332611000000036, -76.61400500000006 39.33268600000004, -76.61424400000007 39.33265700000003, -76.61445600000006 39.33264800000004, -76.61470500000009 39.33264800000004, -76.61497900000006 39.33266400000004, -76.61515300000006 39.332518000000036, -76.61569900000006 39.33202400000003, -76.61582900000008 39.33190600000004, -76.61589700000006 39.331840000000035, -76.61622100000007 39.33152700000004, -76.61627300000006 39.33147300000004, -76.61718400000007 39.33204700000003, -76.61775800000007 39.332409000000034, -76.61798300000007 39.33255100000003, -76.61814800000006 39.33265500000003, -76.61877800000006 39.33305400000003, -76.61931700000007 39.33340100000003, -76.61939500000007 39.33344900000004, -76.62009500000006 39.33388800000004, -76.62063500000006 39.33424100000004, -76.62096500000007 39.33446200000004, -76.62212500000007 39.33523800000004, -76.62262900000007 39.335566000000036, -76.62296500000006 39.335788000000036, -76.62317000000007 39.33592500000003, -76.62324900000007 39.33597800000004, -76.62345500000008 39.33611300000004, -76.62371500000008 39.33628100000004, -76.62402400000008 39.33647900000003, -76.62403600000006 39.33659800000003, -76.62487000000007 39.33806400000004, -76.62509100000007 39.33850600000003, -76.62534400000007 39.33891900000004, -76.62556500000007 39.33925700000003, -76.62574400000008 39.33960400000004, -76.62576100000007 39.34053700000003, -76.62577600000007 39.341459000000036, -76.62578500000006 39.34159100000004, -76.62532700000007 39.34159600000003, -76.62530400000007 39.341602000000044, -76.62509900000008 39.341700000000046, -76.62500100000007 39.341760000000036, -76.62490700000006 39.34182300000004, -76.62484200000007 39.34187000000004, -76.62467300000007 39.34200300000004, -76.62442800000007 39.34186700000004, -76.62431600000006 39.341797000000035, -76.62427200000006 39.341758000000034, -76.62401100000007 39.341471000000034, -76.62388700000008 39.34132900000004, -76.62379400000006 39.34121600000004, -76.62372800000007 39.341119000000035, -76.62367800000007 39.34104700000004, -76.62357300000006 39.34091600000004, -76.62351800000006 39.340846000000035, -76.62349700000007 39.34081900000003, -76.62346000000007 39.34078300000003, -76.62342000000007 39.34075200000004, -76.62337200000007 39.340722000000035, -76.62332900000007 39.34070200000004, -76.62325900000006 39.34067800000003, -76.62316300000006 39.340651000000044, -76.62308000000007 39.34063900000003, -76.62298000000008 39.34063600000003, -76.62291800000007 39.340640000000036, -76.62284900000009 39.34065900000004, -76.62277100000007 39.34069000000003, -76.62267500000009 39.340731000000034, -76.62257100000006 39.34078300000003, -76.62243100000006 39.34084500000004, -76.62222400000007 39.340930000000036, -76.62213200000006 39.34096600000004, -76.62203300000007 39.34100300000004, -76.62190500000007 39.34104300000004, -76.62179500000006 39.34106400000003, -76.62171300000009 39.341077000000034, -76.62161000000006 39.34108900000004, -76.62151700000007 39.34109200000004, -76.62143700000007 39.34108400000003, -76.62138400000006 39.34106900000003, -76.62132700000006 39.34104000000004, -76.62093900000008 39.34079400000004, -76.62042600000007 39.340469000000034, -76.61984400000007 39.340109000000034)))",Census Tract 1201,4790,3429,359,3,860,4,33,102,167,4349,3127,320,3,799,3,28,69,147,2300,2490,182,149,47,63,914,909,503,1124,899,943,823,221,29,8,91,31,3000,2736,1263,1473,264,122,24,118
"MULTIPOLYGON (((-76.60755800000008 39.31153000000003, -76.60714600000007 39.311555000000034, -76.60615800000006 39.311605000000036, -76.60517700000007 39.311662000000034, -76.60413100000008 39.311717000000044, -76.60264400000007 39.31178400000003, -76.60227800000007 39.31180300000004, -76.60168800000007 39.31183400000003, -76.60086600000007 39.311875000000036, -76.60070400000006 39.31188000000003, -76.59937000000006 39.31194200000004, -76.59847700000007 39.31199200000003, -76.59845000000008 39.31150500000004, -76.59838000000006 39.31052600000003, -76.59831800000006 39.30947700000004, -76.59827800000006 39.30842500000004, -76.59818300000006 39.30735500000004, -76.59812600000006 39.306396000000035, -76.59811900000007 39.30628700000003, -76.59811700000007 39.30623200000004, -76.59809700000007 39.305642000000034, -76.59806900000008 39.30522200000004, -76.59882700000007 39.30520900000003, -76.59958100000007 39.30517200000004, -76.60002100000007 39.30515700000004, -76.60052900000007 39.30513500000004, -76.60182400000006 39.30506400000004, -76.60224000000007 39.30507400000003, -76.60299200000007 39.30505000000004, -76.60362700000007 39.30501800000003, -76.60437600000007 39.30498800000004, -76.60511800000006 39.30496400000004, -76.60588500000007 39.304935000000036, -76.60614100000006 39.30492800000003, -76.60658900000007 39.304915000000044, -76.60729000000006 39.30488600000003, -76.60759100000008 39.304870000000044, -76.60819900000008 39.30483900000004, -76.60842000000008 39.30567700000003, -76.60847700000006 39.30590600000004, -76.60848500000007 39.30594400000003, -76.60873600000006 39.30694100000003, -76.60897000000007 39.307997000000036, -76.60909100000006 39.30851700000004, -76.60920800000007 39.30905200000004, -76.60935200000007 39.30985800000004, -76.60939100000007 39.31007100000004, -76.60944000000006 39.310556000000034, -76.60947200000007 39.31096700000003, -76.60949000000006 39.31118100000003, -76.60949700000006 39.311405000000036, -76.60831500000006 39.31148500000003, -76.60755800000008 39.31153000000003)))",Census Tract 909,2452,36,2362,2,7,1,6,38,27,1789,25,1730,2,2,1,5,24,19,1062,1390,191,234,108,130,283,268,255,681,302,547,101,33,69,21,377,189,1433,977,301,676,456,81,15,360
"MULTIPOLYGON (((-76.62376000000008 39.333934000000035, -76.62384500000007 39.333610000000036, -76.62396100000007 39.33338400000004, -76.62415100000008 39.33308500000003, -76.62419300000006 39.332924000000034, -76.62422500000007 39.33275400000004, -76.62421600000006 39.33256800000003, -76.62418600000008 39.33238100000004, -76.62421800000007 39.332228000000036, -76.62431200000007 39.33205800000003, -76.62442800000007 39.331880000000034, -76.62462700000006 39.33169500000004, -76.62484700000007 39.331542000000034, -76.62499200000006 39.331486000000034, -76.62505600000009 39.33146200000003, -76.62528600000007 39.33140600000004, -76.62553900000007 39.33134800000004, -76.62578700000009 39.33125800000004, -76.62591700000007 39.33115800000003, -76.62675900000006 39.33133000000004, -76.62802900000007 39.33130100000004, -76.62940000000008 39.33125300000004, -76.63035700000007 39.331206000000044, -76.63125400000007 39.33117200000004, -76.63126700000007 39.331575000000036, -76.63135900000007 39.33281400000004, -76.63204700000007 39.33278700000003, -76.63279100000007 39.332743000000036, -76.63425700000006 39.33269000000004, -76.63484700000006 39.33266900000003, -76.63547600000007 39.33264600000004, -76.63563800000007 39.33320200000004, -76.63583100000007 39.33384500000003, -76.63585100000007 39.33391300000003, -76.63593700000007 39.33420500000004, -76.63599000000006 39.33440500000003, -76.63610700000008 39.33475700000003, -76.63661200000007 39.33642400000004, -76.63674900000007 39.33675100000004, -76.63679000000006 39.33683800000004, -76.63682500000007 39.33689300000004, -76.63736100000007 39.337635000000034, -76.63774100000006 39.338161000000035, -76.63789700000007 39.33837100000003, -76.63814200000009 39.338715000000036, -76.63841200000007 39.33909100000003, -76.63858000000008 39.339380000000034, -76.63878400000007 39.33970700000004, -76.63896700000008 39.339999000000034, -76.63898200000007 39.340027000000035, -76.63928800000006 39.34061600000004, -76.63940500000007 39.34084700000003, -76.63951100000007 39.341087000000044, -76.63953800000007 39.34115900000003, -76.63966700000007 39.34150000000004, -76.63977700000007 39.34180700000003, -76.63983300000008 39.341972000000034, -76.64000000000007 39.342492000000036, -76.64021800000006 39.34317400000004, -76.64008000000007 39.34313000000004, -76.63996100000007 39.343094000000036, -76.63940600000006 39.342953000000044, -76.63923000000007 39.34293200000003, -76.63891900000007 39.34291200000004, -76.63862500000008 39.34291200000004, -76.63844300000008 39.34292200000004, -76.63831700000007 39.34293200000003, -76.63820100000007 39.34294700000003, -76.63807700000007 39.34296900000003, -76.63797000000008 39.34299300000004, -76.63785200000007 39.343021000000036, -76.63769400000007 39.343064000000034, -76.63758300000008 39.343097000000036, -76.63708700000007 39.343275000000034, -76.63632700000007 39.34355200000003, -76.63538200000006 39.343880000000034, -76.63521200000007 39.342847000000035, -76.63517500000006 39.34269300000004, -76.63516300000006 39.34264500000004, -76.63505500000007 39.342419000000035, -76.63503300000006 39.34237300000003, -76.63491100000007 39.34214400000003, -76.63472100000008 39.341893000000034, -76.63462400000007 39.34176500000003, -76.63453900000006 39.341676000000035, -76.63446100000007 39.341592000000034, -76.63437500000008 39.34151100000003, -76.63425100000006 39.34141800000003, -76.63409400000006 39.34130800000004, -76.63380300000007 39.34112900000003, -76.63362700000006 39.341023000000035, -76.63306300000006 39.34067300000003, -76.63293800000008 39.34058800000003, -76.63282200000006 39.34050400000003, -76.63271000000007 39.34040500000003, -76.63250600000008 39.34020000000004, -76.63240000000008 39.34004800000004, -76.63228200000007 39.33986800000003, -76.63219100000006 39.33974700000004, -76.63210100000006 39.339647000000035, -76.63196400000007 39.33953400000004, -76.63185900000008 39.33946800000003, -76.63170900000007 39.33940600000004, -76.63156400000007 39.33936200000004, -76.63138900000007 39.339326000000035, -76.63120600000006 39.33930200000003, -76.63091300000008 39.33928300000003, -76.63071200000007 39.33929100000003, -76.63041400000007 39.33931300000004, -76.63013300000007 39.339337000000036, -76.62946400000007 39.33941400000003, -76.62923900000007 39.33943100000003, -76.62907100000007 39.33944000000004, -76.62890400000006 39.33944400000004, -76.62876000000007 39.33944400000004, -76.62858000000007 39.339436000000035, -76.62835900000007 39.33940100000004, -76.62818800000007 39.33935700000004, -76.62803200000006 39.33930300000004, -76.62791200000008 39.339250000000035, -76.62780300000007 39.339191000000035, -76.62768300000006 39.33912200000003, -76.62749600000006 39.33898400000003, -76.62737700000007 39.33889100000003, -76.62726200000007 39.33879000000004, -76.62708500000006 39.33862500000004, -76.62679700000007 39.338338000000036, -76.62661900000006 39.33815700000003, -76.62651000000007 39.33804500000004, -76.62639800000007 39.33795200000004, -76.62627600000008 39.337845000000044, -76.62610500000007 39.33771200000004, -76.62586700000007 39.33753400000004, -76.62556600000006 39.337350000000036, -76.62511100000008 39.337092000000034, -76.62463800000006 39.33684400000004, -76.62454400000007 39.336791000000034, -76.62427400000009 39.336638000000036, -76.62402400000008 39.33647900000003, -76.62376000000008 39.333934000000035)))",Census Tract 1307,5192,4337,451,16,219,2,53,114,167,4679,3925,417,15,197,2,44,79,129,2301,2891,205,195,53,60,337,1050,670,1070,1552,940,699,200,75,25,166,73,2895,2620,1266,1354,275,151,29,95
